"No.","Time","Source","Destination","Protocol","Length","Info"
"62","40.192408","","00:01:00:01:00:01:00:01","IEEE 802.15.4","19","Ack, Dst: EquipTra_01:00:01:00:01"
"63","41.530000","00:03:00:03:00:03:00:03","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
"64","41.540000","00:04:00:04:00:04:00:04","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
"65","43.710000","fe80::205:5:5:5","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"66","44.020000","fe80::203:3:3:3","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"67","45.480000","00:01:00:01:00:01:00:01","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
"68","45.520000","00:05:00:05:00:05:00:05","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
"69","47.740000","fe80::209:9:9:9","ff02::1a","ICMPv6","26","RPL Control (DODAG Information Solicitation)"
"70","49.480000","00:04:00:04:00:04:00:04","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
"71","50.220000","fe80::201:1:1:1","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"72","50.530000","fe80::204:4:4:4","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"73","50.840000","fe80::205:5:5:5","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"74","51.250000","fe80::209:9:9:9","fe80::204:4:4:4","ICMPv6","102","RPL Control (DODAG Information Object)"
"75","51.254296","","00:09:00:09:00:09:00:09","IEEE 802.15.4","19","Ack, Dst: Tmt_09:00:09:00:09"
"76","51.460000","fe80::203:3:3:3","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"77","52.280000","fe80::209:9:9:9","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"78","52.284296","","00:09:00:09:00:09:00:09","IEEE 802.15.4","19","Ack, Dst: Tmt_09:00:09:00:09"
"79","53.440000","00:03:00:03:00:03:00:03","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
"80","56.020000","fe80::209:9:9:9","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"81","56.024296","","00:09:00:09:00:09:00:09","IEEE 802.15.4","19","Ack, Dst: Tmt_09:00:09:00:09"
"82","56.730000","fe80::204:4:4:4","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"83","57.340000","00:03:00:03:00:03:00:03","00:01:00:01:00:01:00:01","IEEE 802.15.4","23","Data, Dst: EquipTra_01:00:01:00:01, Src: Barracud_03:00:03:00:03"
"84","57.341768","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"85","57.390000","00:01:00:01:00:01:00:01","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
"86","57.720000","fe80::209:9:9:9","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"87","57.724296","","00:09:00:09:00:09:00:09","IEEE 802.15.4","19","Ack, Dst: Tmt_09:00:09:00:09"
"88","57.970000","fe80::205:5:5:5","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"89","59.080000","fe80::209:9:9:9","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"90","59.084296","","00:09:00:09:00:09:00:09","IEEE 802.15.4","19","Ack, Dst: Tmt_09:00:09:00:09"
"91","61.380000","00:03:00:03:00:03:00:03","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
"92","61.400000","00:05:00:05:00:05:00:05","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
"93","62.820000","::209:9:9:9","::201:1:1:1","ICMPv6","93","RPL Control (Destination Advertisement Object)"
"94","62.824008","","00:09:00:09:00:09:00:09","IEEE 802.15.4","19","Ack, Dst: Tmt_09:00:09:00:09"
"95","62.950000","::209:9:9:9","::201:1:1:1","ICMPv6","94","RPL Control (Destination Advertisement Object)"
"96","62.954040","","00:05:00:05:00:05:00:05","IEEE 802.15.4","19","Ack, Dst: Cisco_05:00:05:00:05"
"97","62.990000","::201:1:1:1","::209:9:9:9","ICMPv6","51","RPL Control (Destination Advertisement Object Acknowledgment)"
"98","62.992664","","00:01:00:01:00:01:00:01","IEEE 802.15.4","19","Ack, Dst: EquipTra_01:00:01:00:01"
"99","63.030000","::201:1:1:1","::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object Acknowledgment)"
"100","63.032952","","00:05:00:05:00:05:00:05","IEEE 802.15.4","19","Ack, Dst: Cisco_05:00:05:00:05"
"101","65.360000","00:04:00:04:00:04:00:04","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
"102","65.690000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"103","65.694296","","00:04:00:04:00:04:00:04","IEEE 802.15.4","19","Ack, Dst: LexmarkP_04:00:04:00:04"
"104","66.650000","fe80::202:2:2:2","ff02::1a","ICMPv6","26","RPL Control (DODAG Information Solicitation)"
"105","66.650000","fe80::207:7:7:7","ff02::1a","ICMPv6","26","RPL Control (DODAG Information Solicitation)"
"106","66.960000","fe80::209:9:9:9","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"107","67.580000","fe80::203:3:3:3","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"108","68.240000","fe80::207:7:7:7","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"109","68.244296","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"110","68.560000","00:04:00:04:00:04:00:04","00:01:00:01:00:01:00:01","IEEE 802.15.4","23","Data, Dst: EquipTra_01:00:01:00:01, Src: LexmarkP_04:00:04:00:04"
"111","68.561768","","00:04:00:04:00:04:00:04","IEEE 802.15.4","19","Ack, Dst: LexmarkP_04:00:04:00:04"
"112","69.070000","00:03:00:03:00:03:00:03","00:01:00:01:00:01:00:01","IEEE 802.15.4","23","Data, Dst: EquipTra_01:00:01:00:01, Src: Barracud_03:00:03:00:03"
"113","69.071768","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"114","69.090000","fe80::202:2:2:2","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"115","69.094296","","00:02:00:02:00:02:00:02","IEEE 802.15.4","19","Ack, Dst: NetSys_02:00:02:00:02"
"116","69.300000","00:01:00:01:00:01:00:01","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
"117","69.600000","fe80::207:7:7:7","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"118","69.604296","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"119","69.750000","fe80::204:4:4:4","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"120","70.280000","fe80::202:2:2:2","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"121","70.284296","","00:02:00:02:00:02:00:02","IEEE 802.15.4","19","Ack, Dst: NetSys_02:00:02:00:02"
"122","71.300000","fe80::205:5:5:5","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"123","71.980000","fe80::207:7:7:7","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"124","71.984296","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"125","73.290000","00:03:00:03:00:03:00:03","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
"126","73.350000","00:09:00:09:00:09:00:09","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
"127","73.510000","fe80::207:7:7:7","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"128","73.514296","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"129","73.780000","fe80::209:9:9:9","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"130","74.020000","fe80::202:2:2:2","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"131","74.024296","","00:02:00:02:00:02:00:02","IEEE 802.15.4","19","Ack, Dst: NetSys_02:00:02:00:02"
"132","76.570000","fe80::202:2:2:2","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"133","76.574296","","00:02:00:02:00:02:00:02","IEEE 802.15.4","19","Ack, Dst: NetSys_02:00:02:00:02"
"134","76.740000","::207:7:7:7","::201:1:1:1","ICMPv6","93","RPL Control (Destination Advertisement Object)"
"135","76.744008","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"136","76.890000","::207:7:7:7","::201:1:1:1","ICMPv6","94","RPL Control (Destination Advertisement Object)"
"137","76.894040","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"138","76.910000","::201:1:1:1","::207:7:7:7","ICMPv6","51","RPL Control (Destination Advertisement Object Acknowledgment)"
"139","76.912664","","00:01:00:01:00:01:00:01","IEEE 802.15.4","19","Ack, Dst: EquipTra_01:00:01:00:01"
"140","76.950000","::201:1:1:1","::207:7:7:7","ICMPv6","60","RPL Control (Destination Advertisement Object Acknowledgment)"
"141","76.952952","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"142","77.270000","00:04:00:04:00:04:00:04","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
"143","77.280000","00:05:00:05:00:05:00:05","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
"144","77.300000","00:07:00:07:00:07:00:07","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
"145","79.360000","fe80::207:7:7:7","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"146","80.290000","fe80::201:1:1:1","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"147","80.860000","fe80::208:8:8:8","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"148","80.860000","fe80::206:6:6:6","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"149","81.030000","fe80::208:8:8:8","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"150","81.034296","","00:08:00:08:00:08:00:08","IEEE 802.15.4","19","Ack, Dst: Multitec_08:00:08:00:08"
"151","81.160000","::202:2:2:2","::201:1:1:1","ICMPv6","93","RPL Control (Destination Advertisement Object)"
"152","81.164008","","00:02:00:02:00:02:00:02","IEEE 802.15.4","19","Ack, Dst: NetSys_02:00:02:00:02"
"153","81.200000","fe80::206:6:6:6","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"154","81.204296","","00:06:00:06:00:06:00:06","IEEE 802.15.4","19","Ack, Dst: ToshibaT_06:00:06:00:06"
"155","81.210000","00:01:00:01:00:01:00:01","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
"156","81.290000","00:09:00:09:00:09:00:09","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
"157","81.310000","::202:2:2:2","::201:1:1:1","ICMPv6","94","RPL Control (Destination Advertisement Object)"
"158","81.314040","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"159","81.330000","::201:1:1:1","::202:2:2:2","ICMPv6","51","RPL Control (Destination Advertisement Object Acknowledgment)"
"160","81.332664","","00:01:00:01:00:01:00:01","IEEE 802.15.4","19","Ack, Dst: EquipTra_01:00:01:00:01"
"161","81.490000","::201:1:1:1","::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object Acknowledgment)"
"162","81.492952","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"163","82.220000","fe80::206:6:6:6","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"164","82.224296","","00:06:00:06:00:06:00:06","IEEE 802.15.4","19","Ack, Dst: ToshibaT_06:00:06:00:06"
"165","82.390000","fe80::20b:b:b:b","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"166","82.394296","","00:0b:00:0b:00:0b:00:0b","IEEE 802.15.4","19","Ack, Dst: FujianSt_0b:00:0b:00:0b"
"167","83.070000","fe80::206:6:6:6","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"168","83.074296","","00:06:00:06:00:06:00:06","IEEE 802.15.4","19","Ack, Dst: ToshibaT_06:00:06:00:06"
"169","84.260000","fe80::20b:b:b:b","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"170","84.264296","","00:0b:00:0b:00:0b:00:0b","IEEE 802.15.4","19","Ack, Dst: FujianSt_0b:00:0b:00:0b"
"171","84.600000","fe80::208:8:8:8","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"172","84.604296","","00:08:00:08:00:08:00:08","IEEE 802.15.4","19","Ack, Dst: Multitec_08:00:08:00:08"
"173","85.190000","00:02:00:02:00:02:00:02","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
"174","85.200000","00:03:00:03:00:03:00:03","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
"175","85.250000","fe80::202:2:2:2","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"176","85.560000","fe80::203:3:3:3","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"177","86.130000","::206:6:6:6","::201:1:1:1","ICMPv6","93","RPL Control (Destination Advertisement Object)"
"178","86.130000","fe80::208:8:8:8","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"179","86.300000","::206:6:6:6","::201:1:1:1","ICMPv6","93","RPL Control (Destination Advertisement Object)"
"180","86.304008","","00:06:00:06:00:06:00:06","IEEE 802.15.4","19","Ack, Dst: ToshibaT_06:00:06:00:06"
"181","86.430000","::206:6:6:6","::201:1:1:1","ICMPv6","102","RPL Control (Destination Advertisement Object)"
"182","86.434296","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"183","86.470000","fe80::208:8:8:8","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"184","86.474296","","00:08:00:08:00:08:00:08","IEEE 802.15.4","19","Ack, Dst: Multitec_08:00:08:00:08"
"185","86.580000","::206:6:6:6","::201:1:1:1","ICMPv6","94","RPL Control (Destination Advertisement Object)"
"186","86.584040","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"187","86.600000","::201:1:1:1","::206:6:6:6","ICMPv6","59","RPL Control (Destination Advertisement Object Acknowledgment)"
"188","86.602920","","00:01:00:01:00:01:00:01","IEEE 802.15.4","19","Ack, Dst: EquipTra_01:00:01:00:01"
"189","86.640000","::201:1:1:1","::206:6:6:6","ICMPv6","68","RPL Control (Destination Advertisement Object Acknowledgment)"
"190","86.643208","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"191","86.800000","::201:1:1:1","::206:6:6:6","ICMPv6","68","RPL Control (Destination Advertisement Object Acknowledgment)"
"192","86.800000","fe80::209:9:9:9","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"193","86.803208","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"194","86.810000","fe80::20b:b:b:b","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"195","86.814296","","00:0b:00:0b:00:0b:00:0b","IEEE 802.15.4","19","Ack, Dst: FujianSt_0b:00:0b:00:0b"
"196","87.510000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"197","87.514296","","00:0d:00:0d:00:0d:00:0d","IEEE 802.15.4","19","Ack, Dst: SeawayNe_0d:00:0d:00:0d"
"198","88.510000","fe80::20b:b:b:b","fe80::207:7:7:7","ICMPv6","102","RPL Control (DODAG Information Object)"
"199","88.514296","","00:0b:00:0b:00:0b:00:0b","IEEE 802.15.4","19","Ack, Dst: FujianSt_0b:00:0b:00:0b"
"200","88.660000","fe80::207:7:7:7","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"201","89.160000","00:02:00:02:00:02:00:02","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
"202","89.170000","00:09:00:09:00:09:00:09","00:05:00:05:00:05:00:05","IEEE 802.15.4","23","Data, Dst: Cisco_05:00:05:00:05, Src: Tmt_09:00:09:00:09"
"203","89.171768","","00:09:00:09:00:09:00:09","IEEE 802.15.4","19","Ack, Dst: Tmt_09:00:09:00:09"
"204","89.210000","00:07:00:07:00:07:00:07","Broadcast","IEEE 802.15.4","37","Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
"205","89.320000","fe80::208:8:8:8","fe80::203:3:3:3","ICMPv6","102","RPL Control (DODAG Information Object)"
"206","89.324296","","00:08:00:08:00:08:00:08","IEEE 802.15.4","19","Ack, Dst: Multitec_08:00:08:00:08"
"207","89.900000","fe80::206:6:6:6","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"208","90.570000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","102","RPL Control (DODAG Information Object)"
"209","90.574296","","00:0d:00:0d:00:0d:00:0d","IEEE 802.15.4","19","Ack, Dst: SeawayNe_0d:00:0d:00:0d"
"210","91.140000","fe80::202:2:2:2","ff02::1a","ICMPv6","96","RPL Control (DODAG Information Object)"
"211","91.230000","::208:8:8:8","::201:1:1:1","ICMPv6","93","RPL Control (Destination Advertisement Object)"
"212","91.234008","","00:08:00:08:00:08:00:08","IEEE 802.15.4","19","Ack, Dst: Multitec_08:00:08:00:08"
"213","91.360000","::208:8:8:8","::201:1:1:1","ICMPv6","102","RPL Control (Destination Advertisement Object)"
"214","91.364296","","00:07:00:07:00:07:00:07","IEEE 802.15.4","19","Ack, Dst: Zettamed_07:00:07:00:07"
"215","91.510000","::208:8:8:8","::201:1:1:1","ICMPv6","94","RPL Control (Destination Advertisement Object)"
"216","91.514040","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
"217","91.530000","::201:1:1:1","::208:8:8:8","ICMPv6","59","RPL Control (Destination Advertisement Object Acknowledgment)"
"218","91.532920","","00:01:00:01:00:01:00:01","IEEE 802.15.4","19","Ack, Dst: EquipTra_01:00:01:00:01"
"219","91.570000","::201:1:1:1","::208:8:8:8","ICMPv6","68","RPL Control (Destination Advertisement Object Acknowledgment)"
"220","91.573208","","00:03:00:03:00:03:00:03","IEEE 802.15.4","19","Ack, Dst: Barracud_03:00:03:00:03"
